L1_MARKS_CORRECTED,L1_Marks_Corrected,L2_MARKS_CORRECTED,L3_MARKS_CORRECTED,S1_MARKS_CORRECTED,S2_MARKS_CORRECTED,S3_MARKS_CORRECTED,L1_Marks_Class,L2_Marks_Class,L3_Marks_Class,S1_Marks_Class,S2_Marks_Class,S3_Marks_Class,NRC_CLASS
5,4,7,15,4,24,11,1,1,2,1,2,D,1
87,69,84,57,74,54,91,PASS,PASS,PASS,PASS,PASS,2,PASS
38,30,30,35,35,39,50,D,PASS,PASS,PASS,2,2,2
107,85,38,30,30,52,57,2,PASS,PASS,PASS,PASS,1,PASS
64,51,36,40,36,46,84,1,PASS,1,PASS,PASS,1,2
102,81,36,60,44,43,63,D,1,2,2,PASS,1,1
121,96,71,53,54,35,74,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
20,16,35,35,35,37,40,PASS,PASS,PASS,PASS,PASS,PASS,PASS
60,48,30,30,30,30,45,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
25,20,35,41,37,24,35,1,PASS,2,PASS,PASS,D,2
90,72,47,52,42,46,88,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
22,17,35,35,35,20,42,2,1,1,PASS,PASS,1,2
67,53,65,61,30,49,60,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL
44,35,35,35,24,30,30,1,1,D,1,1,D,1
97,77,70,90,65,71,91,FAIL,N/A,N/A,N/A,FAIL,N/A,FAIL
2,1,N/A,N/A,N/A,1,N/A,FAIL,FAIL,FAIL,N/A,FAIL,2,FAIL
27,21,8,10,N/A,22,50,1,PASS,2,PASS,PASS,1,PASS
77,61,30,55,35,36,60,2,1,2,1,2,1,2
65,52,60,55,67,53,62,PASS,PASS,PASS,PASS,PASS,PASS,PASS
53,42,35,35,30,30,36,1,PASS,1,PASS,PASS,1,2
93,74,30,60,45,45,63,FAIL,1,2,PASS,PASS,PASS,FAIL
16,12,66,50,38,38,42,PASS,PASS,PASS,PASS,PASS,2,PASS
44,35,35,30,43,44,55,PASS,PASS,PASS,2,PASS,1,PASS
50,40,36,47,58,35,77,2,PASS,PASS,FAIL,PASS,2,FAIL
65,52,47,36,9,30,50,PASS,PASS,PASS,PASS,PASS,2,PASS
46,36,36,35,38,40,55,1,PASS,PASS,2,2,1,2
88,70,36,35,55,58,60,1,PASS,2,PASS,2,1,2
79,63,35,51,36,53,80,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,35,45,42,35,36,1,FAIL,1,FAIL,FAIL,PASS,FAIL
80,64,15,67,20,21,38,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,40,40,36,40,45,1,PASS,1,PASS,PASS,1,2
98,78,38,63,35,35,84,PASS,2,PASS,2,PASS,2,PASS
54,43,57,30,53,30,50,1,PASS,1,PASS,PASS,1,2
94,75,30,67,30,43,76,1,PASS,1,1,2,1,1
84,67,45,64,65,59,71,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
16,12,36,35,41,31,44,PASS,PASS,PASS,PASS,PASS,PASS,PASS
48,38,35,35,30,30,48,PASS,PASS,PASS,2,PASS,2,PASS
46,36,46,36,53,35,50,2,D,D,2,PASS,2,1
64,51,85,85,53,43,57,PASS,PASS,PASS,PASS,PASS,PASS,PASS
48,38,43,40,30,30,36,PASS,2,PASS,FAIL,FAIL,PASS,FAIL
45,36,57,35,16,18,40,D,PASS,D,PASS,PASS,1,1
112,89,41,94,36,47,74,1,1,D,1,2,1,1
85,68,67,92,67,59,80,2,PASS,PASS,1,2,1,2
70,56,42,45,60,57,73,D,PASS,PASS,PASS,PASS,PASS,2
110,88,38,35,47,39,44,1,PASS,PASS,PASS,PASS,1,2
105,84,35,35,38,31,72,D,1,D,D,1,D,1
121,96,60,85,96,72,86,D,D,D,D,1,D,D   
124,99,93,90,87,83,95,1,PASS,PASS,PASS,1,2,PASS
75,60,35,30,38,69,51,1,1,1,1,2,1,1
104,83,62,61,70,51,68,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL
18,14,6,39,37,36,36,PASS,PASS,PASS,PASS,PASS,PASS,PASS
45,36,35,35,37,35,35,2,PASS,PASS,PASS,PASS,2,PASS
74,59,30,38,44,30,57,1,PASS,PASS,PASS,PASS,1,PASS
80,64,30,32,35,41,67,PASS,1,2,PASS,PASS,D,2
51,40,72,55,30,48,90,1,PASS,1,PASS,PASS,1,2
75,60,37,78,45,43,73,PASS,2,PASS,PASS,PASS,1,PASS
56,44,52,41,30,37,68,1,2,2,PASS,PASS,1,2
82,65,53,50,37,36,67,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
28,22,15,35,13,7,36,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,2,1,PASS,PASS,PASS,PASS,PASS
71,56,60,37,35,30,47,1,1,PASS,PASS,2,1,1
100,80,70,41,45,56,84,FAIL,N/A,FAIL,PASS,2,N/A,FAIL
18,14,N/A,0,35,51,N/A,1,2,1,PASS,PASS,2,2
76,60,53,60,36,40,58,D,1,1,1,2,D,1
118,94,64,75,71,56,85,D,1,D,1,1,D,1
108,86,74,86,71,72,94,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL
52,41,35,38,37,35,1,1,PASS,2,PASS,PASS,1,2
76,60,40,55,45,40,76,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL
22,17,18,35,30,20,36,PASS,PASS,PASS,PASS,2,PASS,PASS
56,44,43,35,35,50,42,2,FAIL,PASS,FAIL,PASS,PASS,FAIL
66,52,18,36,13,30,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,30,30,46,43,45,1,2,PASS,PASS,PASS,1,2
81,64,59,41,45,47,60,PASS,2,2,PASS,PASS,PASS,PASS
60,48,50,52,35,47,49,1,PASS,PASS,PASS,PASS,PASS,PASS
87,69,35,30,42,41,39,PASS,PASS,PASS,1,PASS,2,PASS
44,35,30,42,67,30,53,1,PASS,1,2,PASS,2,2
84,67,38,83,50,44,54,1,2,D,2,PASS,D,1
105,84,55,90,53,46,85,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
25,20,35,35,35,24,30,PASS,1,1,1,PASS,1,1
45,36,84,82,66,45,61,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL
45,36,16,35,17,17,43,PASS,PASS,PASS,PASS,PASS,1,PASS
38,30,38,48,30,45,65,D,2,1,1,PASS,1,1
109,87,50,64,64,49,60,D,2,PASS,PASS,2,1,1
121,96,55,35,47,57,77,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
25,20,35,35,21,18,40,1,1,PASS,PASS,1,D,1
95,76,75,46,35,71,93,1,1,PASS,PASS,PASS,PASS,2
88,70,68,31,44,46,45,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
32,25,40,35,16,17,44,2,PASS,PASS,2,2,PASS,PASS
73,58,30,30,59,56,47,1,2,1,PASS,PASS,D,2
76,60,58,75,30,46,85,PASS,PASS,1,PASS,1,2,PASS
38,30,30,61,49,60,57,1,2,1,2,PASS,2,2
80,64,54,61,54,46,50,PASS,PASS,2,PASS,2,1,PASS
53,42,30,50,35,53,60,1,PASS,PASS,PASS,1,PASS,PASS
83,66,30,30,46,60,41,D,PASS,1,1,2,1,1
107,85,43,64,61,57,60,1,1,2,2,PASS,1,1
100,80,73,51,51,41,73,PASS,PASS,PASS,PASS,PASS,PASS,PASS
46,36,30,42,43,35,38,PASS,1,PASS,2,PASS,1,2
57,45,60,45,54,45,77,1,1,D,1,1,D,1
100,80,72,88,82,66,97,2,PASS,PASS,PASS,PASS,1,PASS
64,51,48,35,45,45,68,2,D,1,D,PASS,D,1
67,53,88,64,87,48,96,D,1,D,2,1,D,1
110,88,76,87,51,69,95,PASS,PASS,2,PASS,PASS,1,2
60,48,37,57,49,47,72,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL
47,37,4,2,27,37,46,1,PASS,2,2,PASS,1,2
87,69,36,51,56,46,68,1,1,1,D,1,D,1
101,80,71,73,92,65,90,1,PASS,PASS,PASS,PASS,2,2
96,76,39,35,44,45,57,D,1,1,1,2,D,1
119,95,79,66,61,55,93,PASS,2,1,PASS,PASS,1,PASS
38,30,54,67,35,41,76,2,PASS,PASS,PASS,PASS,PASS,PASS
68,54,30,35,30,35,48,PASS,PASS,PASS,PASS,PASS,1,PASS
46,36,30,35,44,30,66,PASS,PASS,PASS,2,2,PASS,PASS
59,47,40,30,52,53,35,1,2,1,PASS,2,1,1
106,84,58,63,47,56,72,FAIL,PASS,2,PASS,FAIL,PASS,FAIL
19,15,40,50,36,20,45,PASS,PASS,PASS,FAIL,PASS,2,FAIL
44,35,35,47,14,30,50,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,30,35,44,36,45,PASS,PASS,PASS,PASS,PASS,PASS,PASS
52,41,39,36,44,30,44,1,PASS,2,2,PASS,2,2
79,63,30,57,58,47,52,PASS,PASS,2,PASS,PASS,1,PASS
54,43,46,54,42,38,60,PASS,PASS,PASS,2,PASS,1,PASS
58,46,46,41,50,42,70,PASS,PASS,PASS,PASS,PASS,1,PASS
58,46,39,35,42,38,74,1,D,1,D,1,1,1
88,70,87,63,88,65,68,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL
27,21,13,35,5,36,38,1,PASS,1,2,PASS,1,1
106,84,42,77,54,41,84,1,1,PASS,2,2,2,2
97,77,62,44,58,51,56,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,PASS,PASS,PASS,PASS,PASS,2,PASS
38,30,43,40,38,30,54,FAIL,FAIL,PASS,2,FAIL,2,FAIL
15,12,15,35,57,11,50,2,PASS,PASS,PASS,PASS,1,PASS
66,52,30,33,35,36,83,1,PASS,PASS,PASS,PASS,PASS,PASS
80,64,30,35,44,48,35,1,D,1,1,2,D,1
77,61,87,75,76,56,97,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL
48,38,19,35,35,17,35,2,1,1,2,1,2,1
71,56,61,81,50,63,58,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,PASS,PASS,PASS,2,PASS,2,PASS
57,45,43,30,58,30,53,PASS,PASS,PASS,PASS,PASS,2,PASS
48,38,38,30,30,38,51,PASS,1,2,PASS,PASS,2,PASS
57,45,60,55,30,35,55,PASS,PASS,PASS,PASS,PASS,2,PASS
38,30,30,38,30,47,57,PASS,PASS,PASS,PASS,2,2,PASS
53,42,30,30,49,51,50,2,2,PASS,PASS,PASS,1,2
65,52,50,48,35,46,73,D,1,PASS,PASS,2,1,1
114,91,75,30,36,55,72,PASS,PASS,PASS,PASS,PASS,1,PASS
38,30,30,44,46,30,64,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL
58,46,14,12,35,35,35,PASS,PASS,2,PASS,PASS,PASS,PASS
50,40,45,50,30,30,35,D,D,D,1,1,1,1
113,90,95,88,79,65,80,2,1,1,PASS,PASS,PASS,2
70,56,60,77,45,35,49,PASS,PASS,2,FAIL,PASS,PASS,FAIL
45,36,35,50,9,35,35,2,PASS,PASS,PASS,PASS,1,PASS
63,50,30,32,30,44,66,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL
44,35,15,17,35,30,37,PASS,2,PASS,PASS,PASS,1,PASS
52,41,55,30,30,48,68,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
8,6,7,35,16,19,16,1,PASS,1,2,PASS,2,2
100,80,42,70,52,49,54,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,30,35,40,35,35,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
10,8,12,10,19,19,15,PASS,FAIL,PASS,FAIL,PASS,1,FAIL
44,35,10,36,22,35,75,PASS,FAIL,PASS,PASS,PASS,2,FAIL
61,48,10,35,35,36,55,PASS,PASS,2,PASS,PASS,PASS,PASS
48,38,35,57,37,30,30,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
18,14,35,35,40,35,43,PASS,PASS,1,PASS,PASS,PASS,PASS
58,46,30,68,41,37,30,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
26,20,35,35,24,17,46,2,PASS,PASS,2,PASS,1,PASS
70,56,30,40,57,35,76,1,1,PASS,2,2,D,1
88,70,60,44,55,57,85,PASS,1,1,1,PASS,2,2
60,48,60,67,60,40,59,2,PASS,PASS,PASS,PASS,PASS,PASS
68,54,45,44,40,40,37,1,PASS,1,2,2,1,2
76,60,44,61,53,51,62,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
8,6,5,7,7,5,9,1,2,1,PASS,PASS,1,2
101,80,54,67,45,30,77,PASS,PASS,PASS,PASS,PASS,PASS,PASS
62,49,35,35,38,30,47,1,2,PASS,PASS,PASS,D,2
95,76,51,41,44,43,87,D,D,2,1,2,2,1
108,86,96,57,60,51,50,PASS,N/A,N/A,N/A,PASS,N/A,FAIL
58,46,N/A,N/A,N/A,40,N/A,1,PASS,1,2,2,D,1
91,72,43,82,52,53,94,1,2,1,1,PASS,2,1
87,69,54,75,73,48,53,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,2,1,PASS,PASS,2,D,2
66,52,72,30,36,50,90,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
8,6,8,35,14,8,19,PASS,PASS,PASS,PASS,FAIL,1,FAIL
52,41,37,35,30,13,62,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
34,27,35,35,30,25,43,1,1,1,PASS,PASS,1,2
80,64,61,69,36,48,60,D,2,1,1,2,1,1
113,90,55,60,79,57,83,1,1,D,PASS,2,1,1
87,69,60,85,47,50,63,1,PASS,2,2,2,1,2
83,66,30,57,52,55,65,PASS,PASS,PASS,PASS,PASS,1,PASS
48,38,30,35,35,35,65,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL
33,26,35,18,35,30,35,1,2,D,PASS,PASS,1,1
80,64,50,85,46,43,74,1,PASS,2,2,2,1,2
84,67,40,50,54,56,80,1,PASS,PASS,1,PASS,1,2
83,66,35,35,65,49,78,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL
28,22,12,18,19,12,43,1,1,1,PASS,1,D,1
88,70,60,71,35,60,90,PASS,1,1,2,PASS,2,2
44,35,63,71,51,41,51,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL
15,12,5,7,35,35,48,1,1,D,PASS,1,1,1
86,68,76,88,36,73,74,PASS,PASS,PASS,PASS,PASS,PASS,PASS
54,43,35,30,30,36,35,D,D,D,D,D,D,D   
121,96,95,96,96,95,99,D,1,1,D,1,D,D   
118,94,82,83,91,70,89,D,D,D,D,D,D,D   
116,92,91,88,93,85,90,PASS,PASS,PASS,FAIL,FAIL,1,FAIL
39,31,35,35,21,22,60,1,1,1,PASS,2,1,1
75,60,80,70,44,54,83,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
10,8,10,35,17,19,21,FAIL,PASS,PASS,PASS,FAIL,1,FAIL
30,24,46,36,38,22,66,D,1,PASS,1,1,1,1
119,95,65,38,62,71,62,D,1,2,1,1,1,1
109,87,78,55,74,62,71,1,D,D,1,1,D,1
94,75,99,97,77,67,85,1,PASS,PASS,1,2,1,2
75,60,39,44,67,54,62,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,30,47,38,41,46,2,PASS,2,1,PASS,1,2
65,52,37,51,62,45,68,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
18,14,35,35,47,35,43,PASS,PASS,1,PASS,PASS,2,PASS
58,46,30,60,30,35,56,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL
44,35,17,35,21,17,45,1,PASS,PASS,PASS,PASS,PASS,PASS
79,63,35,41,30,42,40,1,1,2,PASS,PASS,1,2
95,76,62,50,39,46,63,1,1,1,PASS,PASS,1,2
100,80,69,62,41,36,66,1,PASS,PASS,PASS,PASS,1,2
91,72,38,37,40,42,71,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
27,21,35,35,39,31,35,1,PASS,PASS,1,PASS,2,2
88,70,35,44,62,46,57,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
16,12,35,35,46,27,46,PASS,FAIL,2,FAIL,FAIL,2,FAIL
55,44,13,54,16,26,57,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
25,20,8,16,9,18,19,PASS,1,1,1,PASS,D,1
54,43,62,60,71,48,90,1,PASS,PASS,PASS,PASS,2,PASS
88,70,38,30,47,37,53,PASS,PASS,PASS,PASS,PASS,2,PASS
44,35,35,46,45,30,55,2,PASS,2,1,2,1,2
71,56,42,57,65,54,63,PASS,PASS,FAIL,FAIL,FAIL,2,FAIL
45,36,35,18,18,7,55,2,PASS,PASS,PASS,PASS,1,PASS
63,50,30,35,30,35,63,PASS,2,PASS,PASS,PASS,PASS,PASS
44,35,54,30,31,35,40,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
19,15,35,35,20,40,40,2,PASS,PASS,PASS,PASS,1,PASS
69,55,43,35,46,42,72,PASS,PASS,PASS,2,PASS,1,PASS
44,35,30,30,54,35,83,D,1,D,1,1,D,1
110,88,80,93,60,61,95,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL
9,7,36,35,26,22,40,D,1,1,1,2,D,1
116,92,70,79,78,50,92,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
24,19,35,36,30,25,44,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,D,1,D,1,2,1,1
118,94,76,91,66,59,82,1,D,D,D,1,FAIL,D   
102,81,97,90,88,73,100,PASS,PASS,PASS,PASS,PASS,2,PASS
61,48,37,30,43,30,58,2,PASS,PASS,PASS,PASS,1,PASS
72,57,42,46,30,30,76,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
9,7,35,35,47,23,30,PASS,PASS,2,PASS,2,1,2
56,44,45,50,46,58,61,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,2,PASS,2,PASS,PASS,PASS,PASS
63,50,46,50,30,36,42,PASS,PASS,PASS,PASS,PASS,1,PASS
48,38,35,30,36,45,74,PASS,PASS,PASS,PASS,PASS,1,PASS
38,30,30,30,36,30,66,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL
38,30,13,35,22,23,30,2,PASS,PASS,PASS,PASS,2,PASS
63,50,43,42,44,30,59,1,PASS,2,1,2,D,1
75,60,47,50,80,58,91,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL
44,35,35,35,18,12,46,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL
44,35,35,14,23,30,39,1,2,1,1,2,1,1
92,73,52,69,60,54,76,PASS,2,PASS,PASS,PASS,1,PASS
56,44,50,30,42,40,65,PASS,PASS,PASS,2,PASS,1,PASS
60,48,30,30,50,45,70,1,1,1,1,1,2,1
106,84,72,76,60,68,54,1,1,1,2,2,D,1
101,80,64,65,52,58,89,1,1,2,1,2,1,1
91,72,65,56,61,50,72,1,1,PASS,PASS,PASS,2,PASS
75,60,63,35,35,35,50,1,D,1,1,1,D,1
101,80,90,80,78,66,92,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,PASS,2,PASS,PASS,PASS,1,PASS
48,38,56,35,30,38,63,PASS,PASS,PASS,PASS,PASS,1,PASS
38,30,30,38,43,30,72,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
13,10,35,35,30,23,35,1,1,1,1,2,D,1
105,84,76,60,72,57,98,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
21,16,35,35,30,16,40,1,2,1,PASS,1,1,1
86,68,57,63,43,62,71,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
17,13,16,35,8,16,43,2,PASS,2,PASS,PASS,PASS,PASS
71,56,45,53,45,37,47,PASS,PASS,PASS,PASS,PASS,2,PASS
49,39,35,30,44,35,58,1,1,PASS,1,PASS,1,1
98,78,73,30,75,37,76,1,PASS,1,PASS,2,1,2
90,72,47,62,35,50,74,PASS,PASS,PASS,PASS,PASS,1,PASS
50,40,44,30,35,30,64,1,1,1,1,PASS,PASS,1
103,82,63,80,67,42,40,1,1,D,1,1,1,1
100,80,84,91,82,64,73,PASS,PASS,PASS,PASS,PASS,2,PASS
50,40,41,30,37,31,51,1,PASS,PASS,1,1,D,2
83,66,36,43,60,60,86,2,2,PASS,PASS,PASS,2,PASS
73,58,51,32,39,41,50,PASS,PASS,PASS,FAIL,FAIL,2,FAIL
58,46,35,35,17,25,55,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,PASS,PASS,PASS,2,PASS,2,PASS
51,40,30,37,55,39,57,PASS,2,PASS,PASS,PASS,PASS,PASS
49,39,50,43,30,36,37,2,PASS,PASS,2,PASS,1,PASS
65,52,38,45,50,42,65,1,PASS,PASS,PASS,PASS,1,PASS
92,73,30,44,44,39,62,1,1,1,1,PASS,1,1
88,70,66,60,63,45,63,D,1,1,1,1,D,1
115,92,73,65,67,67,91,PASS,PASS,1,2,PASS,1,2
47,37,45,66,53,48,83,PASS,PASS,PASS,1,PASS,1,PASS
47,37,41,30,64,49,66,1,1,1,1,2,D,1
75,60,68,60,65,51,97,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL
13,10,35,35,30,23,35,PASS,1,1,PASS,2,1,2
58,46,73,73,38,53,63,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL
22,17,35,35,6,30,39,1,D,1,1,1,D,1
101,80,97,82,73,67,85,1,PASS,1,1,PASS,1,1
88,70,37,65,67,46,74,PASS,PASS,PASS,PASS,PASS,PASS,PASS
55,44,30,35,30,40,47,D,PASS,D,1,2,D,1
113,90,30,85,81,56,86,1,1,1,2,2,D,1
91,72,65,63,55,50,85,PASS,PASS,PASS,2,PASS,1,2
60,48,48,45,54,43,76,PASS,PASS,PASS,FAIL,FAIL,2,FAIL
58,46,35,35,16,22,58,2,1,2,1,PASS,D,1
70,56,66,53,62,42,86,2,PASS,PASS,PASS,PASS,1,PASS
73,58,30,38,38,44,63,PASS,PASS,PASS,2,PASS,PASS,PASS
49,39,30,39,50,35,47,D,1,1,D,1,1,1
115,92,74,77,86,79,72,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL
39,31,35,17,21,18,36,PASS,PASS,PASS,PASS,PASS,PASS,PASS
50,40,30,39,40,30,38,1,1,D,1,1,1,1
97,77,61,99,73,74,64,PASS,PASS,2,D,PASS,1,2
54,43,46,54,86,49,84,1,PASS,PASS,2,2,1,2
81,64,40,45,54,59,66,2,PASS,PASS,2,2,1,2
67,53,35,49,58,52,84,FAIL,PASS,PASS,FAIL,FAIL,2,FAIL
35,28,35,35,18,21,55,PASS,PASS,PASS,PASS,PASS,PASS,PASS
56,44,30,30,40,35,38,1,2,PASS,PASS,PASS,1,2
80,64,50,40,45,44,74,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL
26,20,17,35,35,11,27,PASS,2,2,1,2,1,2
39,31,50,50,71,53,71,FAIL,FAIL,2,2,FAIL,2,FAIL
9,7,17,50,51,26,50,1,1,1,PASS,PASS,2,1
103,82,61,84,48,46,52,PASS,PASS,PASS,PASS,PASS,1,PASS
38,30,30,36,37,35,70,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
20,16,12,35,15,16,35,D,D,1,D,D,FAIL,D   
118,94,88,83,96,87,100,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
21,16,7,9,16,24,14,PASS,PASS,PASS,PASS,PASS,PASS,PASS
38,30,35,42,30,30,49,PASS,PASS,PASS,PASS,PASS,2,PASS
39,31,30,35,38,30,58,1,1,2,1,1,D,1
106,84,61,51,80,62,89,1,PASS,PASS,PASS,PASS,2,PASS
83,66,35,40,40,30,52,2,PASS,PASS,2,PASS,1,2
73,58,40,42,54,42,81,PASS,PASS,PASS,PASS,PASS,2,PASS
48,38,30,37,40,43,56,PASS,PASS,PASS,PASS,PASS,2,PASS
45,36,30,35,30,36,54,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
23,18,35,37,36,35,35,1,2,PASS,PASS,PASS,PASS,2
94,75,51,35,42,45,48,PASS,PASS,PASS,PASS,PASS,1,PASS
55,44,38,41,42,36,64,PASS,2,PASS,PASS,PASS,2,PASS
62,49,51,37,35,35,52,1,2,PASS,2,2,1,2
89,71,59,38,52,51,70,1,PASS,PASS,PASS,PASS,2,PASS
79,63,30,42,42,46,57,1,2,PASS,2,PASS,2,2
93,74,50,41,54,45,56,1,PASS,PASS,PASS,PASS,PASS,PASS
86,68,35,42,30,46,40,D,1,D,1,1,1,1
117,93,65,85,84,81,83,PASS,PASS,PASS,PASS,PASS,PASS,PASS
44,35,30,30,48,30,48,PASS,PASS,2,2,PASS,2,PASS
50,40,30,53,53,40,54,1,D,D,1,2,1,1
82,65,87,90,80,56,79,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,2,PASS,1,1,1,1,1
69,55,38,68,65,61,75,PASS,PASS,PASS,2,2,PASS,PASS
44,35,39,35,54,52,42,PASS,PASS,PASS,PASS,PASS,1,PASS
44,35,30,43,46,41,74,PASS,PASS,PASS,PASS,2,1,PASS
57,45,36,30,30,52,65,PASS,PASS,PASS,PASS,PASS,2,PASS
45,36,30,47,35,30,51,2,D,1,1,2,D,1
67,53,91,72,75,55,85,PASS,PASS,PASS,N/A,FAIL,N/A,FAIL
57,45,35,37,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS
47,37,30,35,46,35,42,PASS,PASS,PASS,PASS,PASS,D,PASS
38,30,38,30,30,36,85,PASS,PASS,PASS,PASS,PASS,PASS,PASS
49,39,30,35,35,36,43,1,D,D,1,2,1,1
88,70,90,94,68,58,80,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL
16,12,15,17,8,30,35,PASS,PASS,PASS,PASS,PASS,PASS,PASS
57,45,31,30,43,36,35,2,1,PASS,PASS,PASS,2,PASS
74,59,64,37,42,35,52,D,D,D,D,1,1,1
112,89,94,87,86,72,79,D,1,D,2,1,1,1
111,88,60,92,54,68,74,PASS,PASS,2,PASS,PASS,1,PASS
44,35,37,50,38,31,60,1,2,PASS,PASS,1,D,1
97,77,58,45,45,60,85,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,FAIL
N/A,N/A,N/A,N/A,N/A,3,N/A,2,PASS,PASS,PASS,PASS,2,PASS
65,52,30,42,35,35,50,PASS,PASS,PASS,1,1,D,2
53,42,45,45,76,60,85,1,PASS,1,PASS,PASS,1,2
82,65,36,84,30,47,81,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL
19,15,13,35,22,17,13,2,PASS,PASS,2,2,1,2
71,56,43,40,51,54,60,FAIL,FAIL,PASS,PASS,FAIL,1,FAIL
23,18,14,35,35,15,61,PASS,PASS,PASS,PASS,PASS,1,PASS
