L1_Marks_Class,L2_Marks_Class,L3_Marks_Class,S1_Marks_Class,S2_Marks_Class,S3_Marks_Class,URBAN_RURAL
PASS,PASS,PASS,PASS,PASS,PASS,R
FAIL,PASS,PASS,PASS,FAIL,FAIL,U
PASS,PASS,PASS,1,PASS,2,U
FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,U
FAIL,FAIL,PASS,FAIL,FAIL,FAIL,R
FAIL,PASS,PASS,PASS,FAIL,PASS,U
1,1,1,1,2,D,U
D,1,D,1,2,1,R
FAIL,FAIL,FAIL,PASS,PASS,PASS,U
PASS,N/A,PASS,PASS,PASS,PASS,U
1,1,D,1,1,1,U
PASS,PASS,PASS,2,PASS,PASS,R
PASS,PASS,PASS,PASS,2,1,R
PASS,PASS,PASS,PASS,2,1,R
N/A,N/A,N/A,N/A,FAIL,N/A,R
1,1,1,PASS,PASS,1,R
1,1,1,2,2,1,R
1,2,2,PASS,PASS,2,R
PASS,2,1,PASS,PASS,1,R
1,PASS,1,1,2,1,U
1,PASS,PASS,2,PASS,2,U
PASS,FAIL,PASS,PASS,2,2,R
1,PASS,1,1,PASS,1,U
PASS,PASS,2,PASS,PASS,PASS,U
2,PASS,PASS,PASS,PASS,PASS,U
PASS,PASS,2,1,2,1,U
2,PASS,PASS,PASS,PASS,2,R
PASS,PASS,PASS,PASS,PASS,PASS,R
1,PASS,1,2,1,D,U
PASS,1,2,PASS,2,PASS,U
PASS,FAIL,PASS,PASS,PASS,PASS,U
FAIL,PASS,PASS,FAIL,FAIL,PASS,U
PASS,PASS,2,PASS,PASS,PASS,R
PASS,PASS,PASS,PASS,PASS,PASS,U
2,FAIL,PASS,FAIL,PASS,PASS,R
1,2,2,2,2,1,R
1,PASS,2,2,1,2,U
PASS,PASS,2,PASS,PASS,PASS,U
1,2,1,PASS,2,1,R
PASS,2,2,1,2,1,R
1,1,1,PASS,1,1,U
1,1,1,PASS,2,1,R
PASS,1,D,PASS,2,D,U
FAIL,FAIL,FAIL,FAIL,FAIL,PASS,R
1,PASS,2,1,1,1,R
FAIL,FAIL,FAIL,PASS,FAIL,FAIL,U
2,PASS,PASS,PASS,PASS,2,U
FAIL,2,PASS,2,PASS,1,R
PASS,PASS,1,PASS,PASS,PASS,R
1,1,1,1,2,D,U
1,PASS,PASS,PASS,PASS,PASS,R
PASS,FAIL,FAIL,PASS,PASS,FAIL,U
PASS,PASS,1,PASS,PASS,2,R
PASS,PASS,PASS,PASS,FAIL,PASS,U
FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,U
1,2,PASS,PASS,1,1,U
FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,R
PASS,PASS,PASS,PASS,PASS,1,R
1,PASS,2,1,1,PASS,U
1,2,PASS,1,2,PASS,U
D,D,1,1,1,1,U
PASS,PASS,2,2,PASS,2,U
PASS,FAIL,FAIL,PASS,PASS,PASS,U
1,PASS,1,2,PASS,D,U
1,1,1,1,1,1,R
PASS,PASS,PASS,PASS,PASS,2,U
1,1,1,1,PASS,PASS,U
PASS,PASS,PASS,PASS,FAIL,PASS,U
1,PASS,1,PASS,2,1,R
PASS,PASS,PASS,2,PASS,PASS,U
1,2,1,D,1,D,U
1,PASS,PASS,PASS,FAIL,PASS,U
PASS,PASS,PASS,PASS,PASS,2,R
PASS,PASS,1,PASS,PASS,2,R
D,D,D,1,1,1,R
D,D,1,1,1,1,U
PASS,PASS,PASS,PASS,PASS,2,U
PASS,2,PASS,PASS,PASS,PASS,U
1,D,D,1,1,D,U
D,D,D,D,D,D,U
PASS,PASS,PASS,PASS,PASS,1,U
PASS,2,1,1,PASS,1,R
PASS,FAIL,PASS,PASS,PASS,PASS,U
FAIL,PASS,2,PASS,PASS,PASS,U
1,1,1,PASS,2,1,R
PASS,FAIL,FAIL,PASS,PASS,PASS,R
PASS,PASS,1,1,2,2,U
1,1,1,1,2,D,U
PASS,PASS,PASS,1,PASS,PASS,U
D,1,1,1,1,1,R
PASS,2,PASS,PASS,PASS,1,U
PASS,2,1,2,PASS,PASS,R
1,1,1,2,2,1,U
N/A,N/A,N/A,N/A,FAIL,N/A,U
1,2,PASS,2,PASS,1,R
2,1,1,1,2,1,R
1,PASS,PASS,PASS,2,PASS,R
2,PASS,PASS,2,PASS,PASS,R
D,1,D,D,D,D,U
PASS,PASS,PASS,2,PASS,1,U
FAIL,PASS,2,PASS,FAIL,PASS,U
FAIL,PASS,2,1,FAIL,1,R
PASS,PASS,PASS,PASS,PASS,2,U
1,1,D,1,1,D,R
D,D,D,1,D,D,R
FAIL,FAIL,FAIL,FAIL,FAIL,N/A,U
1,1,1,1,PASS,D,R
1,1,2,1,2,2,U
FAIL,PASS,PASS,PASS,FAIL,FAIL,R
D,1,1,D,1,D,U
PASS,FAIL,FAIL,PASS,PASS,1,R
PASS,2,PASS,PASS,PASS,1,U
PASS,PASS,PASS,PASS,PASS,PASS,R
1,D,1,1,1,1,R
2,PASS,1,PASS,PASS,2,U
1,2,2,1,2,1,U
2,PASS,PASS,PASS,PASS,PASS,U
FAIL,FAIL,FAIL,PASS,FAIL,FAIL,U
FAIL,FAIL,PASS,PASS,PASS,PASS,R
PASS,PASS,PASS,PASS,PASS,1,U
PASS,PASS,PASS,PASS,PASS,PASS,R
FAIL,PASS,PASS,PASS,PASS,2,R
FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,R
PASS,PASS,PASS,PASS,PASS,2,R
1,PASS,PASS,1,PASS,1,R
FAIL,PASS,PASS,PASS,PASS,PASS,U
2,PASS,PASS,PASS,PASS,1,U
D,1,D,D,1,D,R
FAIL,FAIL,PASS,PASS,PASS,2,U
FAIL,PASS,PASS,FAIL,PASS,2,R
D,PASS,1,2,PASS,2,R
FAIL,FAIL,FAIL,FAIL,FAIL,PASS,U
1,1,2,2,2,1,U
PASS,PASS,PASS,PASS,PASS,PASS,R
PASS,PASS,PASS,PASS,PASS,PASS,U
2,PASS,PASS,2,PASS,2,R
PASS,1,2,PASS,PASS,2,R
PASS,PASS,PASS,PASS,PASS,2,U
PASS,PASS,PASS,PASS,PASS,PASS,U
PASS,PASS,PASS,PASS,PASS,PASS,R
FAIL,FAIL,PASS,PASS,PASS,PASS,R
1,PASS,2,PASS,PASS,2,R
1,D,1,1,1,1,R
PASS,PASS,1,2,PASS,PASS,U
1,2,1,1,1,1,U
PASS,2,PASS,2,2,PASS,R
PASS,PASS,PASS,1,PASS,1,R
2,PASS,PASS,PASS,PASS,PASS,U
1,1,1,1,PASS,1,R
2,2,PASS,PASS,PASS,1,R
FAIL,FAIL,2,PASS,FAIL,PASS,R
FAIL,PASS,PASS,PASS,PASS,PASS,U
1,1,2,1,2,D,R
2,1,1,2,PASS,2,R
2,1,PASS,2,PASS,1,U
2,PASS,1,2,PASS,1,R
D,1,D,2,2,D,U
N/A,N/A,N/A,N/A,FAIL,N/A,R
1,PASS,2,1,1,1,U
FAIL,FAIL,PASS,PASS,FAIL,2,R
2,2,1,D,2,1,U
PASS,FAIL,PASS,PASS,PASS,PASS,U
D,D,1,D,D,D,U
1,D,D,1,1,1,U
1,1,1,D,1,D,R
2,PASS,1,PASS,PASS,1,U
1,PASS,PASS,PASS,PASS,1,R
2,2,1,PASS,PASS,1,R
FAIL,FAIL,2,PASS,FAIL,PASS,R
FAIL,PASS,PASS,PASS,FAIL,1,U
FAIL,PASS,FAIL,FAIL,PASS,FAIL,R
D,1,1,1,1,D,R
1,2,1,1,2,1,R
FAIL,FAIL,PASS,FAIL,FAIL,FAIL,R
1,2,1,2,1,1,U
PASS,2,PASS,PASS,PASS,1,R
1,PASS,PASS,PASS,PASS,1,R
FAIL,PASS,PASS,PASS,PASS,PASS,U
FAIL,PASS,FAIL,PASS,FAIL,PASS,R
PASS,PASS,PASS,2,PASS,1,R
N/A,PASS,PASS,N/A,PASS,PASS,R
D,2,2,1,2,1,U
1,2,PASS,PASS,2,1,U
PASS,PASS,PASS,PASS,PASS,2,R
PASS,PASS,PASS,PASS,PASS,PASS,U
FAIL,PASS,PASS,PASS,FAIL,FAIL,R
PASS,PASS,1,PASS,PASS,1,R
1,PASS,1,PASS,PASS,D,U
1,PASS,1,PASS,PASS,1,U
FAIL,FAIL,PASS,PASS,PASS,PASS,U
FAIL,FAIL,PASS,PASS,FAIL,PASS,U
1,PASS,D,1,PASS,2,R
PASS,PASS,1,2,2,D,U
1,PASS,PASS,PASS,PASS,2,R
PASS,PASS,PASS,PASS,PASS,PASS,R
PASS,PASS,PASS,N/A,FAIL,N/A,R
2,PASS,1,1,2,1,U
PASS,PASS,1,PASS,PASS,PASS,U
1,PASS,1,2,2,1,U
D,D,D,D,1,D,R
FAIL,PASS,PASS,PASS,FAIL,PASS,U
PASS,PASS,1,FAIL,FAIL,PASS,U
FAIL,PASS,FAIL,PASS,PASS,PASS,R
1,1,PASS,PASS,2,1,U
PASS,FAIL,PASS,PASS,FAIL,FAIL,U
FAIL,PASS,PASS,FAIL,PASS,PASS,U
1,1,D,D,1,1,U
PASS,PASS,2,PASS,2,PASS,R
FAIL,PASS,PASS,PASS,PASS,PASS,R
PASS,2,PASS,PASS,PASS,2,R
D,2,1,1,1,1,R
PASS,PASS,PASS,PASS,PASS,1,U
PASS,PASS,2,PASS,PASS,1,U
1,D,1,1,1,2,R
N/A,N/A,N/A,N/A,FAIL,N/A,U
1,1,1,2,PASS,2,R
PASS,PASS,1,2,PASS,1,R
1,1,2,1,PASS,1,U
D,1,2,1,2,D,U
PASS,PASS,PASS,PASS,PASS,D,R
1,PASS,1,1,1,1,R
D,1,D,1,1,1,R
PASS,PASS,PASS,PASS,PASS,PASS,R
PASS,PASS,PASS,1,PASS,1,U
1,1,PASS,2,PASS,1,R
FAIL,PASS,PASS,PASS,FAIL,PASS,R
D,D,D,D,D,D,U
FAIL,PASS,FAIL,PASS,FAIL,FAIL,U
D,PASS,PASS,PASS,2,PASS,U
2,PASS,PASS,PASS,PASS,PASS,R
PASS,PASS,PASS,PASS,PASS,1,U
PASS,PASS,PASS,PASS,PASS,PASS,R
1,PASS,PASS,PASS,PASS,1,U
PASS,PASS,PASS,2,PASS,PASS,U
D,D,D,D,D,D,R
FAIL,PASS,PASS,FAIL,FAIL,PASS,U
PASS,PASS,PASS,PASS,PASS,2,R
PASS,2,PASS,PASS,PASS,1,R
D,1,1,1,1,1,R
1,1,1,1,1,1,R
PASS,PASS,2,2,2,1,U
PASS,PASS,PASS,PASS,PASS,2,R
2,2,PASS,1,PASS,1,R
1,1,1,1,2,D,R
PASS,FAIL,PASS,PASS,PASS,PASS,U
1,PASS,D,1,PASS,PASS,U
PASS,PASS,PASS,PASS,PASS,2,U
1,2,1,1,PASS,1,U
PASS,1,2,1,PASS,1,U
PASS,PASS,PASS,PASS,PASS,PASS,U
PASS,PASS,2,PASS,PASS,2,R
FAIL,PASS,PASS,PASS,PASS,FAIL,U
D,1,1,1,2,1,U
PASS,PASS,PASS,PASS,PASS,1,R
PASS,PASS,PASS,1,PASS,1,R
2,PASS,2,PASS,2,1,U
PASS,PASS,2,PASS,PASS,PASS,R
1,1,1,1,1,1,U
1,PASS,1,PASS,1,D,R
1,PASS,1,1,PASS,1,U
PASS,PASS,PASS,PASS,PASS,PASS,U
D,D,D,1,1,D,R
PASS,2,PASS,PASS,PASS,2,U
2,PASS,PASS,PASS,PASS,2,R
D,D,D,D,1,D,R
D,2,2,1,PASS,2,U
D,2,1,1,2,D,U
FAIL,FAIL,FAIL,PASS,FAIL,PASS,R
1,PASS,PASS,PASS,PASS,2,R
2,PASS,PASS,2,PASS,1,R
2,PASS,PASS,2,PASS,1,R
1,2,2,PASS,PASS,1,R
2,PASS,2,PASS,PASS,2,U
D,D,1,1,2,1,R
PASS,PASS,FAIL,PASS,FAIL,PASS,R
PASS,PASS,1,2,PASS,2,R
1,2,1,2,PASS,1,R
PASS,PASS,PASS,PASS,PASS,1,R
FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,R
PASS,PASS,PASS,FAIL,2,2,U
PASS,PASS,PASS,PASS,PASS,2,U
1,1,1,1,2,2,U
1,PASS,2,2,PASS,1,U
1,1,1,D,1,D,U
PASS,PASS,PASS,PASS,PASS,PASS,U
FAIL,FAIL,PASS,PASS,FAIL,FAIL,U
PASS,PASS,1,PASS,PASS,1,R
1,PASS,1,1,2,1,R
2,2,1,2,PASS,PASS,R
PASS,PASS,1,2,PASS,1,U
D,1,1,PASS,2,1,R
PASS,PASS,PASS,2,PASS,PASS,U
PASS,2,PASS,PASS,PASS,1,U
D,2,1,1,1,D,R
FAIL,FAIL,PASS,FAIL,FAIL,PASS,R
FAIL,PASS,FAIL,PASS,PASS,PASS,R
2,PASS,PASS,PASS,PASS,PASS,U
FAIL,PASS,PASS,FAIL,FAIL,PASS,U
1,D,D,1,2,1,R
1,PASS,1,2,2,1,R
FAIL,PASS,PASS,FAIL,PASS,FAIL,R
1,1,1,1,2,D,U
PASS,PASS,PASS,PASS,PASS,PASS,R
PASS,PASS,2,2,PASS,1,U
PASS,PASS,2,PASS,PASS,2,R
PASS,PASS,PASS,PASS,PASS,2,R
1,PASS,2,2,PASS,2,R
1,2,PASS,PASS,2,1,R
FAIL,PASS,PASS,PASS,FAIL,PASS,R
PASS,PASS,PASS,PASS,PASS,2,R
PASS,2,1,PASS,PASS,1,R
2,2,1,1,PASS,1,R
PASS,PASS,PASS,PASS,PASS,1,R
D,2,1,1,2,D,R
N/A,FAIL,N/A,FAIL,FAIL,N/A,R
1,2,2,1,PASS,2,R
D,1,2,PASS,2,1,U
FAIL,PASS,PASS,PASS,FAIL,FAIL,R
FAIL,PASS,1,PASS,FAIL,1,U
2,PASS,1,PASS,PASS,1,R
FAIL,PASS,PASS,PASS,PASS,PASS,R
N/A,N/A,N/A,N/A,FAIL,N/A,U
1,1,1,1,2,1,U
PASS,PASS,PASS,PASS,PASS,1,U
PASS,PASS,1,2,PASS,1,U
FAIL,PASS,FAIL,FAIL,PASS,FAIL,R
PASS,PASS,PASS,PASS,PASS,PASS,R
2,PASS,PASS,PASS,PASS,PASS,R
2,PASS,PASS,PASS,PASS,2,U
D,1,1,1,2,D,U
FAIL,N/A,N/A,N/A,FAIL,N/A,R
1,2,2,1,PASS,2,R
PASS,PASS,PASS,PASS,FAIL,PASS,U
1,D,1,1,1,D,R
1,2,1,1,1,D,R
2,2,PASS,2,2,D,R
PASS,PASS,2,2,PASS,1,R
2,PASS,2,PASS,PASS,1,U
D,1,1,1,2,1,R
1,2,D,1,1,1,U
PASS,PASS,1,2,PASS,2,R
FAIL,FAIL,FAIL,PASS,FAIL,PASS,R
FAIL,FAIL,FAIL,FAIL,FAIL,PASS,U
1,PASS,PASS,PASS,2,1,U
2,PASS,PASS,PASS,PASS,2,R
1,2,PASS,1,PASS,PASS,U
PASS,PASS,PASS,PASS,PASS,PASS,R
1,1,2,1,2,D,U
PASS,PASS,PASS,PASS,PASS,2,U
1,PASS,FAIL,PASS,FAIL,PASS,U
PASS,PASS,PASS,FAIL,FAIL,PASS,U
PASS,PASS,PASS,PASS,PASS,1,R
D,2,1,1,PASS,D,R
FAIL,FAIL,FAIL,FAIL,FAIL,PASS,R
D,PASS,PASS,2,PASS,1,R
1,PASS,PASS,PASS,PASS,PASS,U
FAIL,FAIL,PASS,FAIL,FAIL,PASS,U
D,1,1,D,D,D,R
D,1,D,1,2,D,R
PASS,PASS,PASS,FAIL,FAIL,2,R
PASS,PASS,PASS,PASS,PASS,PASS,R
2,PASS,1,2,1,D,U
1,PASS,PASS,1,PASS,1,U
PASS,PASS,PASS,FAIL,FAIL,PASS,R
1,PASS,1,1,PASS,1,R
2,1,D,1,PASS,1,U
PASS,2,1,1,2,1,R
2,PASS,PASS,PASS,PASS,1,U
N/A,N/A,N/A,N/A,FAIL,N/A,U
1,PASS,PASS,PASS,PASS,PASS,U
FAIL,FAIL,FAIL,FAIL,FAIL,PASS,U
FAIL,PASS,2,FAIL,FAIL,PASS,U
PASS,FAIL,PASS,PASS,FAIL,PASS,U
1,PASS,1,PASS,PASS,2,R
1,PASS,2,PASS,2,2,R
PASS,PASS,PASS,1,PASS,2,R
PASS,PASS,PASS,1,PASS,PASS,U
2,1,1,1,PASS,2,U
FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,U
PASS,PASS,FAIL,PASS,FAIL,PASS,R
D,1,D,PASS,1,D,U
1,PASS,1,PASS,2,2,R
D,D,1,D,D,D,R
D,1,1,1,PASS,1,R
1,PASS,PASS,PASS,PASS,PASS,R
N/A,N/A,N/A,N/A,FAIL,N/A,R
D,2,PASS,1,PASS,PASS,R
N/A,PASS,PASS,PASS,PASS,PASS,U
FAIL,FAIL,FAIL,FAIL,FAIL,PASS,R
2,PASS,PASS,2,PASS,1,R
PASS,2,2,2,PASS,2,R
2,1,2,PASS,2,1,U
PASS,PASS,2,PASS,PASS,PASS,R
1,PASS,PASS,1,PASS,1,U
1,D,1,D,2,1,R
PASS,PASS,2,PASS,PASS,D,R
PASS,PASS,PASS,PASS,PASS,PASS,R
PASS,PASS,FAIL,PASS,FAIL,FAIL,R
1,PASS,FAIL,PASS,PASS,PASS,U
PASS,PASS,PASS,PASS,PASS,PASS,R
1,PASS,PASS,PASS,PASS,2,R
1,PASS,PASS,PASS,2,2,R
PASS,PASS,PASS,PASS,FAIL,PASS,U
FAIL,PASS,PASS,FAIL,FAIL,FAIL,R
N/A,N/A,N/A,N/A,FAIL,N/A,U
1,PASS,PASS,PASS,PASS,1,R
FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,R
D,1,D,1,2,1,R
PASS,PASS,1,2,2,2,U
FAIL,FAIL,PASS,PASS,FAIL,FAIL,U
PASS,2,PASS,PASS,PASS,PASS,U
D,D,D,1,1,D,R
PASS,2,1,PASS,PASS,2,U
1,PASS,2,PASS,PASS,PASS,R
2,2,PASS,PASS,PASS,1,R
PASS,FAIL,PASS,PASS,PASS,PASS,R
2,2,PASS,1,PASS,1,U
D,1,D,1,1,1,U
2,1,1,1,2,1,U
PASS,PASS,PASS,PASS,PASS,1,R
PASS,PASS,PASS,PASS,PASS,PASS,R
2,PASS,PASS,PASS,PASS,1,U
2,PASS,PASS,2,PASS,PASS,U
D,PASS,PASS,2,PASS,1,U
1,1,2,2,PASS,1,U
1,PASS,1,1,2,1,R
1,2,1,2,PASS,1,R
PASS,PASS,PASS,PASS,PASS,1,R
FAIL,FAIL,PASS,FAIL,FAIL,2,R
2,PASS,1,PASS,PASS,PASS,R
FAIL,PASS,FAIL,2,FAIL,PASS,U
PASS,2,1,1,PASS,1,R
1,2,1,1,2,1,U
FAIL,PASS,PASS,PASS,PASS,PASS,R
PASS,2,2,PASS,2,1,R
D,D,D,1,1,D,R
PASS,1,PASS,2,PASS,1,R
D,D,D,D,D,D,R
PASS,1,2,2,PASS,1,U
FAIL,PASS,PASS,2,FAIL,PASS,U
PASS,PASS,1,PASS,PASS,PASS,U
PASS,PASS,PASS,PASS,PASS,1,U
PASS,PASS,PASS,PASS,PASS,PASS,R
1,1,1,PASS,PASS,1,R
FAIL,PASS,PASS,FAIL,FAIL,FAIL,U
D,PASS,PASS,PASS,PASS,PASS,U
2,PASS,PASS,PASS,PASS,1,R
PASS,2,PASS,PASS,PASS,1,U
PASS,2,PASS,1,PASS,2,U
PASS,PASS,1,1,PASS,1,U
1,PASS,PASS,2,PASS,2,U
PASS,PASS,2,2,2,PASS,U
PASS,1,2,PASS,PASS,1,U
PASS,PASS,PASS,PASS,PASS,1,U
PASS,PASS,PASS,PASS,PASS,2,R
PASS,PASS,PASS,PASS,PASS,PASS,U
1,1,1,1,1,D,R
D,PASS,PASS,2,2,2,U
PASS,PASS,FAIL,PASS,FAIL,FAIL,U
D,2,1,2,2,1,U
FAIL,FAIL,PASS,FAIL,FAIL,FAIL,U
FAIL,PASS,PASS,PASS,PASS,2,R
PASS,PASS,1,PASS,2,1,R
PASS,PASS,PASS,FAIL,FAIL,FAIL,R
FAIL,PASS,PASS,PASS,PASS,2,U
D,1,1,1,1,1,R
PASS,2,PASS,PASS,PASS,1,R
1,2,1,2,2,1,R
1,1,1,PASS,2,1,R
PASS,PASS,PASS,PASS,PASS,PASS,U
1,D,D,1,1,1,U
PASS,PASS,1,2,PASS,PASS,U
1,2,2,2,PASS,2,U
FAIL,FAIL,FAIL,FAIL,FAIL,PASS,U
FAIL,FAIL,FAIL,PASS,FAIL,PASS,R
D,D,D,D,1,D,U
1,PASS,PASS,2,1,1,U
1,PASS,PASS,PASS,PASS,PASS,U
1,1,1,1,2,1,U
FAIL,PASS,PASS,PASS,PASS,FAIL,R
1,1,2,2,2,1,R
PASS,PASS,2,2,PASS,1,R
D,1,1,1,1,D,U
1,2,2,2,2,1,R
PASS,PASS,PASS,PASS,PASS,1,R
1,1,1,PASS,1,2,R
N/A,N/A,N/A,N/A,FAIL,N/A,R
PASS,PASS,PASS,PASS,FAIL,FAIL,R
PASS,PASS,PASS,PASS,PASS,2,U
PASS,PASS,PASS,2,2,PASS,R
PASS,PASS,PASS,PASS,PASS,PASS,U
1,2,1,PASS,PASS,2,R
N/A,N/A,N/A,N/A,FAIL,N/A,R
1,1,2,1,PASS,1,U
1,1,1,1,1,1,U
2,PASS,1,PASS,PASS,1,R
2,PASS,2,PASS,PASS,1,R
1,PASS,2,PASS,PASS,PASS,R
D,D,D,D,1,1,R
PASS,PASS,PASS,PASS,PASS,PASS,U
1,PASS,1,1,PASS,1,R
D,1,D,1,1,D,R
PASS,PASS,2,PASS,PASS,1,U
D,1,1,1,1,1,R
D,2,1,1,PASS,1,U
N/A,N/A,N/A,N/A,FAIL,N/A,U
PASS,2,PASS,2,PASS,PASS,U
2,2,2,PASS,PASS,2,U
D,1,1,PASS,2,1,R
1,2,1,PASS,PASS,1,R
FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,R
1,PASS,1,PASS,PASS,1,U
FAIL,PASS,PASS,PASS,PASS,FAIL,R
1,1,1,1,2,D,U
FAIL,FAIL,FAIL,PASS,PASS,PASS,U
1,1,1,1,2,1,U
PASS,PASS,PASS,PASS,PASS,PASS,R
PASS,PASS,2,PASS,PASS,2,U
PASS,PASS,PASS,PASS,PASS,PASS,R
PASS,PASS,PASS,2,PASS,PASS,R
FAIL,FAIL,PASS,FAIL,FAIL,PASS,U
PASS,PASS,PASS,2,PASS,1,U
1,PASS,1,1,2,D,U
PASS,FAIL,FAIL,FAIL,PASS,PASS,U
1,1,2,PASS,1,1,U
FAIL,PASS,FAIL,FAIL,FAIL,FAIL,R
D,D,D,D,1,1,U
2,PASS,1,2,PASS,PASS,U
1,1,D,2,PASS,1,U
FAIL,PASS,PASS,PASS,FAIL,PASS,R
PASS,PASS,D,2,PASS,1,U
D,1,D,2,2,D,U
1,2,1,PASS,2,2,R
PASS,PASS,PASS,PASS,PASS,PASS,U
N/A,N/A,N/A,N/A,FAIL,N/A,R
PASS,FAIL,PASS,PASS,1,2,U
1,1,1,1,PASS,2,U
D,1,D,D,1,D,U
D,1,D,1,PASS,1,U
1,PASS,PASS,PASS,PASS,2,R
PASS,PASS,PASS,2,PASS,PASS,R
PASS,PASS,PASS,PASS,PASS,PASS,U
FAIL,PASS,PASS,FAIL,PASS,PASS,R
PASS,FAIL,FAIL,PASS,PASS,PASS,R
1,D,D,D,1,D,R
1,PASS,1,1,PASS,1,U
2,PASS,1,1,PASS,PASS,U
PASS,PASS,PASS,2,PASS,1,U
PASS,PASS,PASS,FAIL,PASS,PASS,R
2,PASS,1,1,PASS,1,U
FAIL,FAIL,FAIL,PASS,FAIL,FAIL,R
D,1,1,1,1,D,U
PASS,PASS,PASS,1,PASS,PASS,U
PASS,PASS,2,PASS,2,2,R
D,1,D,1,1,1,R
2,2,1,PASS,PASS,1,R
PASS,FAIL,FAIL,FAIL,FAIL,FAIL,R
PASS,1,PASS,1,PASS,2,U
2,PASS,1,1,2,PASS,R
FAIL,PASS,PASS,PASS,FAIL,PASS,R
FAIL,PASS,PASS,PASS,PASS,FAIL,R
PASS,PASS,PASS,PASS,PASS,PASS,U
FAIL,PASS,1,PASS,FAIL,PASS,U
D,D,D,1,1,D,U
1,1,1,1,PASS,1,U
PASS,PASS,2,PASS,PASS,PASS,U
PASS,PASS,PASS,PASS,PASS,1,U
1,PASS,1,PASS,PASS,PASS,U
PASS,PASS,PASS,PASS,PASS,PASS,U
N/A,N/A,N/A,N/A,FAIL,N/A,R
1,2,1,1,PASS,1,R
PASS,PASS,PASS,PASS,PASS,2,R
PASS,PASS,2,PASS,PASS,2,R
1,PASS,PASS,PASS,PASS,2,R
PASS,FAIL,PASS,PASS,FAIL,PASS,U
PASS,PASS,1,PASS,PASS,2,U
PASS,PASS,2,PASS,PASS,PASS,R
N/A,N/A,N/A,N/A,FAIL,N/A,U
PASS,2,2,1,2,1,R
PASS,PASS,2,PASS,PASS,1,R
2,PASS,1,1,PASS,1,R
PASS,PASS,PASS,PASS,PASS,1,R
2,PASS,1,1,2,1,U
2,PASS,1,PASS,PASS,2,R
PASS,PASS,PASS,FAIL,FAIL,PASS,R
FAIL,FAIL,PASS,FAIL,FAIL,PASS,U
1,1,PASS,1,2,D,R
PASS,PASS,PASS,PASS,PASS,2,R
1,PASS,1,1,2,1,U
PASS,PASS,FAIL,PASS,PASS,PASS,R
1,PASS,1,1,PASS,2,U
1,1,1,D,1,1,R
D,1,PASS,PASS,PASS,2,U
1,2,1,1,2,1,U
1,PASS,1,2,PASS,2,R
D,D,D,D,D,D,U
1,PASS,PASS,PASS,PASS,PASS,U
2,PASS,2,PASS,PASS,2,U
1,1,1,1,1,D,R
1,D,D,1,PASS,1,R
N/A,N/A,N/A,N/A,FAIL,N/A,U
PASS,PASS,PASS,PASS,PASS,2,U
PASS,PASS,PASS,PASS,PASS,PASS,U
PASS,PASS,PASS,PASS,PASS,PASS,R
FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,R
FAIL,FAIL,PASS,FAIL,FAIL,PASS,R
PASS,PASS,PASS,PASS,PASS,PASS,U
1,2,1,2,2,1,U
PASS,PASS,PASS,PASS,PASS,PASS,R
PASS,FAIL,PASS,PASS,PASS,2,U
N/A,N/A,N/A,N/A,FAIL,N/A,R
PASS,PASS,PASS,PASS,PASS,2,R
1,D,1,1,PASS,PASS,R
PASS,PASS,PASS,PASS,PASS,1,R
PASS,PASS,PASS,PASS,PASS,2,R
PASS,PASS,PASS,PASS,PASS,PASS,R
PASS,1,PASS,1,PASS,1,R
FAIL,FAIL,PASS,PASS,PASS,FAIL,U
PASS,PASS,PASS,PASS,PASS,PASS,U
FAIL,PASS,FAIL,PASS,FAIL,PASS,U
1,2,PASS,PASS,PASS,1,R
1,PASS,PASS,PASS,2,2,R
PASS,FAIL,PASS,FAIL,PASS,1,R
PASS,PASS,2,PASS,2,2,R
FAIL,FAIL,FAIL,PASS,FAIL,PASS,R
D,D,1,1,2,D,U
1,PASS,1,1,2,1,R
PASS,PASS,PASS,PASS,PASS,PASS,R
FAIL,FAIL,PASS,PASS,PASS,PASS,U
FAIL,FAIL,FAIL,PASS,FAIL,FAIL,U
PASS,PASS,PASS,2,PASS,PASS,U
1,PASS,2,PASS,PASS,2,R
PASS,PASS,1,2,PASS,PASS,R
PASS,FAIL,PASS,FAIL,FAIL,PASS,R
D,1,D,D,D,1,R
2,PASS,PASS,PASS,PASS,1,R
PASS,FAIL,PASS,FAIL,FAIL,PASS,R
FAIL,PASS,PASS,PASS,PASS,PASS,R
PASS,PASS,PASS,PASS,PASS,PASS,R
1,PASS,PASS,PASS,PASS,PASS,R
2,2,2,PASS,PASS,2,R
PASS,PASS,PASS,PASS,PASS,1,R
D,1,D,1,1,1,U
FAIL,PASS,FAIL,FAIL,FAIL,FAIL,R
1,PASS,PASS,PASS,PASS,1,U
